audit_id,flight_date,station_code,handler_name,turnaround_target_mins,turnaround_actual_mins,turnaround_variance_mins,is_on_time,baggage_delay_mins,safety_incident_flag
16315,2025-06-07 00:00:00,SIN,Menzies,120,79,-41,t,17,f
16316,2025-02-07 00:00:00,JFK,Menzies,90,55,-35,t,10,f
16317,2025-06-25 00:00:00,NRT,Menzies,90,64,-26,t,16,f
16318,2025-02-10 00:00:00,FRA,dnata,60,50,-10,t,9,f
16319,2025-09-26 00:00:00,DXB,Menzies,90,44,-46,t,32,f
16320,2025-12-19 00:00:00,SIN,dnata,60,53,-7,t,30,f
16321,2025-07-30 00:00:00,FRA,WFS,45,62,17,f,14,f
16322,2025-06-16 00:00:00,YUL,Swissport,60,67,7,f,27,f
16323,2025-01-15 00:00:00,DXB,Menzies,90,58,-32,t,11,f
16324,2025-05-25 00:00:00,FRA,dnata,90,64,-26,t,13,f
16325,2025-01-08 00:00:00,YUL,Swissport,90,55,-35,t,13,f
16326,2025-03-18 00:00:00,LHR,Swissport,60,72,12,f,19,t
16327,2025-01-19 00:00:00,JFK,Menzies,90,79,-11,t,17,f
16328,2025-05-29 00:00:00,LHR,WFS,60,54,-6,t,13,f
16329,2025-07-08 00:00:00,LHR,dnata,90,48,-42,t,23,f
16330,2025-05-30 00:00:00,LHR,Swissport,60,74,14,f,10,f
16331,2025-03-14 00:00:00,DXB,Swissport,120,58,-62,t,21,f
16332,2025-06-23 00:00:00,DXB,dnata,120,71,-49,t,14,f
16333,2025-01-31 00:00:00,NRT,Menzies,120,39,-81,t,18,f
16334,2025-08-21 00:00:00,YUL,Menzies,60,54,-6,t,9,f
16335,2025-12-29 00:00:00,DXB,Menzies,120,80,-40,t,27,f
16336,2025-01-04 00:00:00,NRT,WFS,45,46,1,f,10,f
16337,2025-08-14 00:00:00,SIN,Menzies,60,76,16,f,16,f
16338,2025-11-09 00:00:00,SIN,WFS,90,73,-17,t,23,f
16339,2025-12-18 00:00:00,LHR,Menzies,60,41,-19,t,11,f
16340,2025-09-08 00:00:00,FRA,WFS,90,61,-29,t,25,f
16342,2025-03-06 00:00:00,LHR,Menzies,60,62,2,f,18,f
16343,2025-04-04 00:00:00,FRA,Menzies,90,52,-38,t,3,f
16344,2025-04-12 00:00:00,FRA,WFS,90,58,-32,t,10,f
16345,2025-04-26 00:00:00,NRT,Menzies,60,79,19,f,25,f
16346,2025-04-14 00:00:00,FRA,WFS,90,65,-25,t,17,f
16347,2025-08-31 00:00:00,NRT,Swissport,90,76,-14,t,16,f
16348,2025-07-30 00:00:00,LHR,Menzies,120,67,-53,t,16,f
16349,2025-03-07 00:00:00,SIN,Menzies,45,51,6,f,23,f
16350,2025-06-05 00:00:00,DXB,Swissport,60,64,4,f,14,f
16351,2025-02-28 00:00:00,NRT,WFS,45,53,8,f,8,f
16352,2025-12-14 00:00:00,YUL,dnata,120,62,-58,t,26,f
16353,2025-09-10 00:00:00,JFK,dnata,90,64,-26,t,9,f
16354,2025-03-16 00:00:00,YUL,Swissport,45,89,44,f,20,t
16355,2025-03-04 00:00:00,LHR,WFS,60,74,14,f,9,f
16356,2025-04-01 00:00:00,LHR,Swissport,90,71,-19,t,19,f
16357,2025-10-10 00:00:00,LHR,Menzies,90,53,-37,t,13,f
16358,2025-12-29 00:00:00,LHR,dnata,120,57,-63,t,25,f
16359,2025-07-04 00:00:00,NRT,dnata,45,49,4,f,19,f
16360,2025-03-25 00:00:00,FRA,Swissport,90,88,-2,t,25,f
16361,2025-10-10 00:00:00,YUL,Menzies,120,63,-57,t,11,f
16362,2025-08-20 00:00:00,LHR,Menzies,90,86,-4,t,33,f
16363,2025-06-22 00:00:00,DXB,Swissport,90,89,-1,t,17,t
16364,2025-04-07 00:00:00,JFK,Menzies,45,74,29,f,7,f
16365,2025-09-02 00:00:00,DXB,Menzies,45,91,46,f,22,f
16366,2025-03-01 00:00:00,JFK,dnata,45,68,23,f,7,f
16367,2025-10-12 00:00:00,LHR,dnata,120,93,-27,t,2,f
16368,2025-02-09 00:00:00,YUL,Menzies,60,78,18,f,19,t
16369,2025-08-17 00:00:00,LHR,WFS,60,89,29,f,18,f
16370,2025-11-25 00:00:00,FRA,dnata,90,82,-8,t,9,f
16371,2025-11-18 00:00:00,FRA,Menzies,45,65,20,f,17,f
16372,2025-02-21 00:00:00,JFK,Menzies,120,74,-46,t,20,f
16373,2025-01-28 00:00:00,NRT,Menzies,60,90,30,f,10,f
16374,2025-05-22 00:00:00,DXB,Menzies,90,68,-22,t,13,f
16375,2025-01-16 00:00:00,YUL,Menzies,60,46,-14,t,19,f
16376,2025-09-25 00:00:00,LHR,Menzies,120,66,-54,t,8,f
16377,2025-02-26 00:00:00,DXB,Swissport,120,74,-46,t,9,f
16378,2025-01-15 00:00:00,YUL,Swissport,60,58,-2,t,18,f
16379,2025-12-16 00:00:00,SIN,WFS,120,87,-33,t,25,f
16380,2025-12-08 00:00:00,JFK,dnata,120,61,-59,t,23,f
16381,2025-02-06 00:00:00,JFK,WFS,120,85,-35,t,17,f
16382,2025-09-04 00:00:00,LHR,Menzies,45,87,42,f,24,f
16383,2025-08-31 00:00:00,LHR,WFS,45,62,17,f,11,f
16384,2025-04-23 00:00:00,SIN,Swissport,60,74,14,f,2,f
16385,2025-01-16 00:00:00,NRT,dnata,60,64,4,f,4,f
16386,2025-08-13 00:00:00,JFK,Swissport,90,64,-26,t,8,f
16387,2025-09-15 00:00:00,NRT,Menzies,45,57,12,f,14,f
16388,2025-04-24 00:00:00,SIN,dnata,90,56,-34,t,7,f
16389,2025-01-22 00:00:00,SIN,dnata,45,68,23,f,17,f
16390,2025-11-02 00:00:00,SIN,Menzies,90,67,-23,t,22,f
16391,2025-11-23 00:00:00,NRT,Menzies,60,76,16,f,24,f
16392,2025-08-19 00:00:00,JFK,WFS,120,60,-60,t,19,f
16393,2025-02-05 00:00:00,NRT,Swissport,45,41,-4,t,8,f
16394,2025-12-08 00:00:00,LHR,Swissport,90,92,2,f,13,f
16395,2025-02-26 00:00:00,NRT,Menzies,45,61,16,f,21,f
16396,2025-03-07 00:00:00,NRT,Menzies,60,82,22,f,23,f
16397,2025-03-16 00:00:00,DXB,Swissport,90,58,-32,t,16,f
16398,2025-12-30 00:00:00,SIN,Swissport,120,47,-73,t,5,f
16399,2025-07-27 00:00:00,NRT,WFS,120,51,-69,t,21,f
16400,2025-02-17 00:00:00,NRT,dnata,45,58,13,f,28,f
16401,2025-05-27 00:00:00,FRA,Swissport,90,54,-36,t,22,f
16402,2025-09-23 00:00:00,NRT,Swissport,120,52,-68,t,26,f
16403,2025-05-08 00:00:00,LHR,dnata,60,38,-22,t,11,f
16404,2025-06-29 00:00:00,JFK,Menzies,90,68,-22,t,24,f
16405,2025-01-19 00:00:00,YUL,dnata,45,51,6,f,0,f
16406,2025-03-13 00:00:00,SIN,WFS,60,39,-21,t,5,f
16407,2025-08-13 00:00:00,LHR,dnata,120,69,-51,t,31,f
16408,2025-05-13 00:00:00,LHR,WFS,120,67,-53,t,19,f
16409,2025-12-16 00:00:00,NRT,dnata,45,65,20,f,12,t
16410,2025-04-27 00:00:00,DXB,WFS,90,63,-27,t,14,f
16411,2025-09-21 00:00:00,JFK,Menzies,120,48,-72,t,14,f
16412,2025-10-24 00:00:00,JFK,Swissport,120,81,-39,t,15,f
16413,2025-08-31 00:00:00,LHR,Menzies,45,81,36,f,6,f
16414,2025-07-21 00:00:00,FRA,WFS,45,62,17,f,24,f
16415,2025-07-29 00:00:00,YUL,dnata,60,57,-3,t,16,f
16416,2025-04-07 00:00:00,DXB,Menzies,90,38,-52,t,16,f
16417,2025-12-22 00:00:00,YUL,WFS,60,75,15,f,7,f
16418,2025-08-28 00:00:00,DXB,WFS,45,53,8,f,24,f
16419,2025-03-09 00:00:00,JFK,Swissport,60,90,30,f,20,f
16420,2025-05-11 00:00:00,NRT,Menzies,45,69,24,f,24,f
16421,2025-02-10 00:00:00,YUL,Menzies,60,34,-26,t,0,f
16422,2025-08-21 00:00:00,NRT,WFS,120,69,-51,t,17,f
16423,2025-04-23 00:00:00,DXB,Swissport,45,44,-1,t,3,f
16424,2025-09-02 00:00:00,LHR,Menzies,90,72,-18,t,4,f
16425,2025-04-13 00:00:00,DXB,Menzies,45,62,17,f,7,f
16426,2025-12-29 00:00:00,FRA,Menzies,120,57,-63,t,15,t
16427,2025-11-28 00:00:00,SIN,dnata,60,62,2,f,2,f
16428,2025-11-20 00:00:00,NRT,Menzies,45,78,33,f,25,f
16429,2025-12-24 00:00:00,LHR,dnata,90,55,-35,t,21,f
16430,2025-07-15 00:00:00,DXB,Menzies,45,80,35,f,20,f
16431,2025-09-26 00:00:00,SIN,Menzies,45,70,25,f,14,f
16432,2025-01-22 00:00:00,NRT,Menzies,90,87,-3,t,23,f
16433,2025-07-09 00:00:00,YUL,Swissport,90,74,-16,t,10,f
16434,2025-09-12 00:00:00,JFK,Menzies,45,87,42,f,15,f
16435,2025-07-18 00:00:00,DXB,Menzies,120,52,-68,t,25,f
16436,2025-07-12 00:00:00,FRA,WFS,45,76,31,f,20,f
16437,2025-11-15 00:00:00,YUL,WFS,90,65,-25,t,9,f
16438,2025-05-25 00:00:00,SIN,Swissport,60,63,3,f,13,f
16439,2025-12-11 00:00:00,FRA,Swissport,45,79,34,f,28,f
16440,2025-10-13 00:00:00,LHR,dnata,45,57,12,f,9,f
16441,2025-07-03 00:00:00,FRA,Swissport,120,79,-41,t,0,f
16442,2025-01-28 00:00:00,FRA,WFS,60,76,16,f,9,f
16443,2025-08-30 00:00:00,DXB,Menzies,60,55,-5,t,13,f
16444,2025-04-11 00:00:00,FRA,Menzies,45,34,-11,t,9,f
16446,2025-07-25 00:00:00,YUL,Menzies,90,56,-34,t,19,f
16447,2025-11-25 00:00:00,LHR,Menzies,45,60,15,f,11,f
16448,2025-08-02 00:00:00,DXB,WFS,60,82,22,f,17,f
16449,2025-08-17 00:00:00,LHR,WFS,45,47,2,f,19,f
16450,2025-02-15 00:00:00,LHR,Swissport,45,57,12,f,9,f
16451,2025-12-22 00:00:00,YUL,Menzies,120,42,-78,t,4,f
16452,2025-07-01 00:00:00,JFK,dnata,120,69,-51,t,12,f
16453,2025-07-23 00:00:00,YUL,WFS,60,95,35,f,27,f
16454,2025-03-30 00:00:00,FRA,WFS,90,64,-26,t,24,f
16455,2025-08-11 00:00:00,FRA,dnata,90,64,-26,t,0,f
16456,2025-05-21 00:00:00,FRA,dnata,45,87,42,f,18,f
16457,2025-01-17 00:00:00,NRT,dnata,60,66,6,f,13,f
16458,2025-01-15 00:00:00,YUL,Swissport,45,107,62,f,12,f
16459,2025-10-25 00:00:00,JFK,Menzies,90,67,-23,t,24,f
16460,2025-06-26 00:00:00,FRA,dnata,120,94,-26,t,8,f
16461,2025-11-24 00:00:00,NRT,Swissport,120,77,-43,t,19,f
16462,2025-09-20 00:00:00,FRA,Menzies,90,57,-33,t,4,f
16463,2025-03-26 00:00:00,DXB,Menzies,120,65,-55,t,12,f
16464,2025-07-02 00:00:00,LHR,Swissport,120,75,-45,t,3,f
16465,2025-11-08 00:00:00,NRT,Menzies,60,59,-1,t,9,f
16466,2025-04-30 00:00:00,SIN,Swissport,45,47,2,f,8,f
16467,2025-06-21 00:00:00,YUL,WFS,120,71,-49,t,19,f
16468,2025-09-05 00:00:00,FRA,Swissport,60,79,19,f,19,f
16469,2025-07-21 00:00:00,YUL,WFS,45,64,19,f,11,f
16470,2025-09-17 00:00:00,LHR,WFS,45,58,13,f,8,f
16471,2025-05-09 00:00:00,JFK,Menzies,120,100,-20,t,13,f
16472,2025-05-09 00:00:00,YUL,Menzies,45,84,39,f,11,f
16473,2025-11-03 00:00:00,NRT,Swissport,45,40,-5,t,13,f
16474,2025-08-25 00:00:00,JFK,WFS,45,70,25,f,0,f
16475,2025-01-16 00:00:00,NRT,Swissport,45,67,22,f,4,f
16476,2025-01-18 00:00:00,JFK,Swissport,120,49,-71,t,14,f
16477,2025-04-29 00:00:00,JFK,Swissport,60,29,-31,t,8,f
16478,2025-12-12 00:00:00,LHR,WFS,60,58,-2,t,17,f
16479,2025-12-30 00:00:00,FRA,WFS,90,39,-51,t,16,f
16480,2025-06-19 00:00:00,YUL,WFS,90,85,-5,t,10,f
16481,2025-05-30 00:00:00,DXB,WFS,90,71,-19,t,20,f
16482,2025-05-30 00:00:00,FRA,dnata,90,41,-49,t,7,f
16483,2025-04-10 00:00:00,JFK,Menzies,90,61,-29,t,29,f
16484,2025-07-19 00:00:00,YUL,Swissport,60,89,29,f,21,f
16485,2025-06-02 00:00:00,SIN,Menzies,90,37,-53,t,7,f
16486,2025-06-03 00:00:00,FRA,dnata,45,71,26,f,6,f
16487,2025-05-20 00:00:00,JFK,Swissport,60,54,-6,t,17,f
16488,2025-03-18 00:00:00,JFK,WFS,45,69,24,f,26,f
16489,2025-01-31 00:00:00,JFK,Menzies,45,53,8,f,26,f
16490,2025-06-12 00:00:00,FRA,WFS,45,76,31,f,4,f
16491,2025-03-20 00:00:00,LHR,Swissport,45,79,34,f,5,f
16492,2025-04-02 00:00:00,LHR,Menzies,60,67,7,f,9,f
16493,2025-01-08 00:00:00,NRT,Menzies,45,87,42,f,17,f
16494,2025-07-22 00:00:00,FRA,Menzies,45,88,43,f,8,t
16495,2025-12-05 00:00:00,NRT,Menzies,45,42,-3,t,23,f
16496,2025-06-03 00:00:00,DXB,Menzies,120,52,-68,t,6,f
16497,2025-08-24 00:00:00,DXB,Swissport,60,53,-7,t,39,f
16498,2025-01-20 00:00:00,FRA,Menzies,60,80,20,f,16,f
16499,2025-08-20 00:00:00,DXB,Menzies,120,56,-64,t,13,f
16500,2025-07-06 00:00:00,FRA,Menzies,120,53,-67,t,13,f
16501,2025-04-19 00:00:00,JFK,dnata,90,54,-36,t,20,f
16502,2025-12-29 00:00:00,JFK,Menzies,60,59,-1,t,14,f
16503,2025-08-20 00:00:00,NRT,dnata,45,53,8,f,12,f
16504,2025-05-03 00:00:00,DXB,WFS,60,60,0,t,1,f
16505,2025-06-17 00:00:00,NRT,Menzies,60,71,11,f,15,f
16506,2025-01-28 00:00:00,SIN,dnata,120,62,-58,t,28,f
16507,2025-03-10 00:00:00,JFK,Swissport,45,78,33,f,11,f
16508,2025-11-11 00:00:00,YUL,Swissport,120,79,-41,t,17,f
16509,2025-05-25 00:00:00,YUL,Menzies,45,70,25,f,19,f
16510,2025-12-09 00:00:00,JFK,Swissport,90,84,-6,t,25,f
16511,2025-12-02 00:00:00,NRT,dnata,90,37,-53,t,10,f
16512,2025-03-27 00:00:00,LHR,Menzies,60,72,12,f,20,f
16513,2025-03-13 00:00:00,NRT,Swissport,120,69,-51,t,18,f
16514,2025-11-30 00:00:00,LHR,Swissport,90,79,-11,t,8,f
16515,2025-04-01 00:00:00,LHR,Swissport,90,57,-33,t,17,f
16516,2025-11-25 00:00:00,YUL,WFS,45,49,4,f,22,f
16517,2025-11-27 00:00:00,JFK,WFS,45,73,28,f,17,f
16518,2025-12-22 00:00:00,SIN,Menzies,60,80,20,f,0,f
16519,2025-12-08 00:00:00,NRT,dnata,120,59,-61,t,29,f
16520,2025-09-17 00:00:00,JFK,Menzies,90,85,-5,t,17,f
16521,2025-05-09 00:00:00,SIN,Menzies,120,73,-47,t,10,f
16522,2025-11-08 00:00:00,NRT,WFS,45,56,11,f,15,f
16523,2025-01-01 00:00:00,NRT,Menzies,60,57,-3,t,15,f
16524,2025-01-18 00:00:00,JFK,Menzies,45,78,33,f,22,f
16525,2025-05-22 00:00:00,DXB,Menzies,45,57,12,f,6,f
16526,2025-01-28 00:00:00,DXB,Menzies,45,66,21,f,19,f
16527,2025-12-19 00:00:00,DXB,Menzies,120,65,-55,t,13,f
16528,2025-08-04 00:00:00,LHR,Menzies,60,84,24,f,8,f
16529,2025-07-03 00:00:00,JFK,dnata,45,60,15,f,23,f
16530,2025-05-13 00:00:00,JFK,dnata,90,66,-24,t,16,f
16531,2025-01-17 00:00:00,YUL,WFS,120,64,-56,t,16,f
16532,2025-09-12 00:00:00,FRA,Swissport,45,47,2,f,10,f
16533,2025-08-15 00:00:00,FRA,dnata,120,83,-37,t,6,f
16534,2025-03-14 00:00:00,LHR,dnata,90,61,-29,t,9,f
16535,2025-10-19 00:00:00,JFK,WFS,90,54,-36,t,15,f
16536,2025-04-26 00:00:00,JFK,Menzies,90,59,-31,t,10,f
16537,2025-04-25 00:00:00,JFK,Swissport,45,60,15,f,16,f
16538,2025-11-29 00:00:00,FRA,Menzies,60,67,7,f,13,f
16539,2025-01-14 00:00:00,JFK,Menzies,120,71,-49,t,15,f
16540,2025-01-04 00:00:00,JFK,Menzies,90,43,-47,t,28,f
16541,2025-08-17 00:00:00,FRA,Swissport,60,31,-29,t,11,f
16542,2025-11-10 00:00:00,YUL,WFS,90,89,-1,t,6,f
16543,2025-01-31 00:00:00,JFK,Swissport,120,66,-54,t,0,f
16544,2025-06-29 00:00:00,FRA,Menzies,60,73,13,f,0,f
16545,2025-07-06 00:00:00,SIN,Swissport,120,88,-32,t,14,f
16546,2025-11-27 00:00:00,NRT,Menzies,120,43,-77,t,16,f
16547,2025-11-03 00:00:00,JFK,dnata,60,59,-1,t,18,f
16548,2025-08-21 00:00:00,SIN,WFS,120,74,-46,t,17,f
16549,2025-02-21 00:00:00,YUL,Menzies,120,74,-46,t,11,f
16550,2025-08-05 00:00:00,LHR,Swissport,45,79,34,f,18,f
16551,2025-12-28 00:00:00,JFK,Menzies,90,56,-34,t,10,f
16552,2025-06-03 00:00:00,SIN,dnata,60,69,9,f,12,f
16553,2025-03-09 00:00:00,FRA,WFS,120,63,-57,t,21,f
16554,2025-02-05 00:00:00,JFK,dnata,120,94,-26,t,32,f
16555,2025-11-10 00:00:00,YUL,dnata,60,67,7,f,7,f
16556,2025-01-16 00:00:00,SIN,WFS,45,73,28,f,20,f
16557,2025-05-12 00:00:00,NRT,dnata,45,99,54,f,12,f
16558,2025-12-07 00:00:00,DXB,Menzies,90,51,-39,t,13,f
16559,2025-08-31 00:00:00,LHR,WFS,45,61,16,f,6,f
16560,2025-08-05 00:00:00,YUL,Menzies,60,65,5,f,20,f
16561,2025-01-26 00:00:00,FRA,Menzies,45,67,22,f,15,f
16562,2025-04-03 00:00:00,FRA,Menzies,60,76,16,f,17,f
16563,2025-03-11 00:00:00,DXB,Swissport,60,56,-4,t,4,t
16564,2025-10-20 00:00:00,YUL,Menzies,120,78,-42,t,21,f
16565,2025-04-27 00:00:00,DXB,Menzies,45,55,10,f,9,f
16566,2025-11-07 00:00:00,SIN,Menzies,120,62,-58,t,10,f
16567,2025-05-24 00:00:00,FRA,WFS,90,69,-21,t,8,f
16568,2025-06-03 00:00:00,DXB,Menzies,45,73,28,f,8,f
16569,2025-09-26 00:00:00,YUL,dnata,60,71,11,f,16,f
16570,2025-10-03 00:00:00,NRT,dnata,120,76,-44,t,17,f
16571,2025-06-05 00:00:00,FRA,WFS,45,58,13,f,15,f
16572,2025-08-28 00:00:00,LHR,dnata,60,72,12,f,8,f
16575,2025-10-04 00:00:00,YUL,Swissport,45,87,42,f,5,f
16576,2025-04-11 00:00:00,LHR,WFS,90,50,-40,t,18,f
16577,2025-06-15 00:00:00,SIN,Menzies,120,58,-62,t,22,f
16578,2025-06-11 00:00:00,SIN,WFS,120,58,-62,t,7,f
16579,2025-12-31 00:00:00,LHR,Menzies,120,37,-83,t,16,f
16580,2025-03-15 00:00:00,NRT,Menzies,90,48,-42,t,17,f
16581,2025-03-21 00:00:00,LHR,dnata,90,47,-43,t,2,f
16582,2025-04-07 00:00:00,SIN,Swissport,120,68,-52,t,14,f
16583,2025-08-02 00:00:00,DXB,dnata,60,52,-8,t,20,f
16584,2025-04-17 00:00:00,FRA,dnata,45,64,19,f,9,f
16585,2025-06-22 00:00:00,JFK,dnata,120,45,-75,t,12,f
16586,2025-06-06 00:00:00,NRT,Swissport,90,54,-36,t,12,f
16587,2025-12-03 00:00:00,NRT,dnata,90,57,-33,t,14,f
16588,2025-08-29 00:00:00,NRT,Menzies,60,78,18,f,23,f
16589,2025-08-07 00:00:00,SIN,WFS,120,68,-52,t,15,f
16590,2025-12-19 00:00:00,YUL,Swissport,45,76,31,f,18,f
16591,2025-07-12 00:00:00,JFK,Menzies,120,70,-50,t,17,f
16592,2025-07-12 00:00:00,LHR,dnata,120,76,-44,t,0,f
16593,2025-06-18 00:00:00,JFK,Menzies,90,61,-29,t,20,f
16594,2025-08-08 00:00:00,YUL,Menzies,90,70,-20,t,23,f
16595,2025-06-17 00:00:00,FRA,Menzies,90,66,-24,t,24,f
16596,2025-01-06 00:00:00,LHR,Menzies,60,64,4,f,25,f
16597,2025-09-03 00:00:00,SIN,Menzies,90,77,-13,t,0,f
16598,2025-01-14 00:00:00,DXB,WFS,90,84,-6,t,13,f
16599,2025-02-01 00:00:00,YUL,Menzies,45,52,7,f,21,f
16600,2025-04-24 00:00:00,SIN,Menzies,90,94,4,f,25,f
16601,2025-04-12 00:00:00,SIN,dnata,90,83,-7,t,26,f
16602,2025-02-01 00:00:00,DXB,Swissport,60,59,-1,t,17,f
16603,2025-12-02 00:00:00,LHR,WFS,120,79,-41,t,14,f
16604,2025-10-05 00:00:00,SIN,Swissport,120,68,-52,t,16,f
16605,2025-12-23 00:00:00,FRA,Menzies,120,73,-47,t,12,f
16606,2025-02-22 00:00:00,YUL,dnata,60,79,19,f,22,t
16607,2025-05-28 00:00:00,LHR,WFS,60,90,30,f,10,f
16608,2025-11-16 00:00:00,JFK,Menzies,90,70,-20,t,17,f
16609,2025-10-17 00:00:00,NRT,Menzies,45,75,30,f,19,f
16610,2025-03-12 00:00:00,LHR,Menzies,60,39,-21,t,13,f
16611,2025-01-21 00:00:00,DXB,Swissport,60,29,-31,t,22,f
16612,2025-03-26 00:00:00,JFK,dnata,45,78,33,f,11,f
16613,2025-06-09 00:00:00,LHR,Menzies,90,62,-28,t,19,f
16614,2025-06-26 00:00:00,FRA,WFS,120,58,-62,t,14,f
16615,2025-10-16 00:00:00,DXB,WFS,45,42,-3,t,7,f
16616,2025-03-15 00:00:00,DXB,WFS,45,41,-4,t,25,f
16617,2025-05-15 00:00:00,LHR,Swissport,45,70,25,f,13,f
16618,2025-12-29 00:00:00,NRT,dnata,90,69,-21,t,17,f
16619,2025-02-16 00:00:00,NRT,Menzies,60,40,-20,t,2,f
16621,2025-02-04 00:00:00,NRT,WFS,60,76,16,f,12,f
16622,2025-02-17 00:00:00,SIN,WFS,90,53,-37,t,24,f
16623,2025-01-19 00:00:00,YUL,Menzies,90,65,-25,t,10,f
16624,2025-06-25 00:00:00,FRA,Menzies,45,72,27,f,16,f
16625,2025-12-25 00:00:00,DXB,Menzies,90,78,-12,t,23,f
16626,2025-12-07 00:00:00,SIN,Swissport,120,77,-43,t,11,f
16627,2025-10-15 00:00:00,YUL,dnata,45,67,22,f,21,f
16629,2025-03-02 00:00:00,LHR,dnata,90,72,-18,t,5,f
16630,2025-04-28 00:00:00,LHR,dnata,45,57,12,f,12,f
16631,2025-10-03 00:00:00,YUL,Menzies,45,66,21,f,12,f
16632,2025-10-16 00:00:00,DXB,Swissport,120,37,-83,t,21,f
16633,2025-10-19 00:00:00,SIN,Menzies,45,76,31,f,5,f
16634,2025-07-08 00:00:00,DXB,Menzies,45,56,11,f,22,f
16635,2025-12-15 00:00:00,SIN,dnata,90,63,-27,t,8,f
16636,2025-01-16 00:00:00,DXB,WFS,120,73,-47,t,12,f
16637,2025-03-08 00:00:00,YUL,Menzies,60,69,9,f,23,f
16638,2025-01-23 00:00:00,DXB,Menzies,120,50,-70,t,17,f
16639,2025-10-31 00:00:00,FRA,Menzies,90,42,-48,t,16,f
16640,2025-10-29 00:00:00,FRA,Menzies,60,75,15,f,19,f
16641,2025-01-11 00:00:00,YUL,Menzies,90,61,-29,t,20,f
16642,2025-08-18 00:00:00,SIN,Menzies,90,60,-30,t,18,f
16643,2025-06-30 00:00:00,YUL,Swissport,120,53,-67,t,1,f
16644,2025-05-31 00:00:00,NRT,Menzies,120,73,-47,t,13,f
16645,2025-07-11 00:00:00,SIN,Menzies,90,62,-28,t,19,f
16646,2025-02-07 00:00:00,YUL,dnata,45,73,28,f,13,f
16647,2025-06-12 00:00:00,FRA,Menzies,90,70,-20,t,21,f
16648,2025-05-01 00:00:00,LHR,WFS,120,48,-72,t,16,f
16649,2025-09-12 00:00:00,JFK,Swissport,45,55,10,f,11,f
16650,2025-07-06 00:00:00,NRT,Menzies,60,63,3,f,16,f
16651,2025-09-12 00:00:00,DXB,Menzies,45,79,34,f,18,f
16652,2025-02-02 00:00:00,NRT,dnata,90,43,-47,t,25,f
16653,2025-01-29 00:00:00,FRA,Menzies,90,54,-36,t,15,f
16654,2025-03-02 00:00:00,FRA,WFS,45,59,14,f,8,f
16655,2025-06-18 00:00:00,SIN,WFS,120,63,-57,t,0,f
16656,2025-05-29 00:00:00,FRA,dnata,90,106,16,f,3,f
16657,2025-10-11 00:00:00,LHR,Menzies,90,68,-22,t,13,f
16658,2025-01-29 00:00:00,DXB,Menzies,90,67,-23,t,7,f
16659,2025-05-17 00:00:00,FRA,Menzies,90,34,-56,t,22,f
16660,2025-05-20 00:00:00,JFK,Menzies,45,73,28,f,15,f
16661,2025-05-27 00:00:00,DXB,WFS,60,98,38,f,17,f
16662,2025-12-10 00:00:00,YUL,Menzies,90,61,-29,t,35,f
16663,2025-06-07 00:00:00,DXB,Swissport,60,73,13,f,30,f
16664,2025-01-25 00:00:00,YUL,dnata,90,53,-37,t,13,f
16665,2025-09-12 00:00:00,JFK,WFS,45,61,16,f,21,f
16666,2025-12-18 00:00:00,DXB,Menzies,90,70,-20,t,20,f
16667,2025-04-24 00:00:00,DXB,WFS,60,75,15,f,12,f
16668,2025-11-09 00:00:00,JFK,WFS,90,38,-52,t,15,f
16669,2025-07-07 00:00:00,LHR,Swissport,120,59,-61,t,10,f
16670,2025-04-02 00:00:00,DXB,Swissport,90,83,-7,t,18,f
16671,2025-04-12 00:00:00,LHR,dnata,90,56,-34,t,17,f
16672,2025-08-09 00:00:00,YUL,Swissport,90,59,-31,t,18,f
16673,2025-11-07 00:00:00,DXB,Menzies,90,64,-26,t,19,f
16674,2025-10-16 00:00:00,JFK,Swissport,120,64,-56,t,2,f
16675,2025-06-11 00:00:00,FRA,dnata,120,84,-36,t,19,f
16676,2025-12-26 00:00:00,JFK,Swissport,90,85,-5,t,4,f
16677,2025-02-08 00:00:00,SIN,Menzies,60,91,31,f,16,f
16678,2025-01-29 00:00:00,NRT,dnata,120,46,-74,t,13,f
16679,2025-01-09 00:00:00,JFK,Menzies,60,67,7,f,11,f
16680,2025-01-07 00:00:00,LHR,WFS,45,89,44,f,5,f
16681,2025-08-17 00:00:00,LHR,Menzies,60,70,10,f,13,f
16682,2025-04-23 00:00:00,YUL,dnata,120,87,-33,t,6,f
16683,2025-11-15 00:00:00,FRA,Swissport,60,47,-13,t,11,f
16684,2025-03-01 00:00:00,SIN,Menzies,45,63,18,f,11,f
16685,2025-08-28 00:00:00,LHR,WFS,120,41,-79,t,17,f
16686,2025-08-26 00:00:00,YUL,WFS,60,47,-13,t,13,f
16687,2025-10-02 00:00:00,DXB,Menzies,90,94,4,f,19,f
16688,2025-04-11 00:00:00,NRT,Swissport,120,66,-54,t,18,f
16689,2025-04-24 00:00:00,NRT,Swissport,45,58,13,f,10,f
16690,2025-04-07 00:00:00,JFK,Menzies,45,70,25,f,26,f
16691,2025-01-09 00:00:00,DXB,dnata,45,101,56,f,9,f
16692,2025-10-17 00:00:00,SIN,WFS,120,72,-48,t,10,f
16693,2025-10-22 00:00:00,LHR,Menzies,45,83,38,f,27,f
16694,2025-01-25 00:00:00,LHR,Menzies,45,57,12,f,8,f
